"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","FQ2IWe src","ah5Ghc","eXlrNe","e4rVHe"
"https://www.google.com/maps/place/Srinivasa+cut+pieses+%26+Emporium+ladies+and+gents+cloths/data=!4m7!3m6!1s0x3a4a63006db37e13:0x85f233c0dea65c40!8m2!3d16.0889803!4d80.1676876!16s%2Fg%2F11vxxz3ggv!19sChIJE36zbQBjSjoRQFym3sAz8oU?authuser=0&hl=en&rclk=1","Srinivasa cut pieses & Emporium ladies and gents cloths","5.0","(1)","Saree Shop","·","35Q9+H3W, Main Rd Sharabbazar","Open now","","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png","","",""
"https://www.google.com/maps/place/Damodar+Silk+Emporium+-+Naveen+Silk+House/data=!4m7!3m6!1s0x3bb143bb8952f537:0x2737eccf9b237e!8m2!3d14.4177541!4d77.7239759!16s%2Fg%2F11s0xw7nqm!19sChIJN_VSibtDsTsRfiObz-w3JwA?authuser=0&hl=en&rclk=1","Damodar Silk Emporium - Naveen Silk House","5.0","(10)","Saree Shop","·","9-104-1, Varalakshmi Theatre Rd","Open","⋅ Closes 7:30 pm","·","090302 87257","https://lh5.googleusercontent.com/p/AF1QipPX1BRlxf04V4gPRpIMgm6DKwgFLTjN-TxTqluI=w184-h92-k-no","In-store shopping","",""
"https://www.google.com/maps/place/Kanika+Ladies+%26+Fancy+store/data=!4m7!3m6!1s0x3a3969a8da732cdd:0x57c9e31f062766ce!8m2!3d17.684743!4d83.212276!16s%2Fg%2F1q628ps95!19sChIJ3Sxz2qhpOToRzmYnBh_jyVc?authuser=0&hl=en&rclk=1","Kanika Ladies & Fancy store","4.9","(7)","Novelty store","·","Door No. 10-3-34, Old Police Station Street, Beside Indian Gas","Open","⋅ Closes 10 pm","·","093931 04997","https://lh5.googleusercontent.com/p/AF1QipOqSLZBmORebdCSg_8lSYBQel0co5CpEA_-iRHx=w163-h92-k-no","","",""
"https://www.google.com/maps/place/Sujana+Ladies+Tailors+%26+Emporium/data=!4m7!3m6!1s0x3a4d4b427c14b01f:0xfe54d8bed3ef80f7!8m2!3d13.6314395!4d79.4178096!16s%2Fg%2F11ll9_q5y5!19sChIJH7AUfEJLTToR94Dv077YVP4?authuser=0&hl=en&rclk=1","Sujana Ladies Tailors & Emporium","4.9","(28)","Tailor","·","# 9-1-13, G.M STREET, GANDHI ROAD Backside - Apurva Textiles, T.K Street & Chandana Brothers & M.G.R Shopping Mall","Open","⋅ Closes 8:30 pm","","","https://lh6.googleusercontent.com/zsexivseaNId2MezYVkLLTfRtCKwXruyaWr5u7slzF-fAEeGzYL-va6A0Tf9lJ71=w163-h92-k-no","On-site services not available","",""
"https://www.google.com/maps/place/Vijetha+Ladies+Emporium/data=!4m7!3m6!1s0x3a4ac39f3b7a0d4b:0x7c63744317894932!8m2!3d15.7691238!4d79.6788911!16s%2Fg%2F11q95k0g2s!19sChIJSw16O5_DSjoRMkmJF0N0Y3w?authuser=0&hl=en&rclk=1","Vijetha Ladies Emporium","5.0","(6)","Women's clothing store","·","Upper State Bank of India, Podili Rd","","","","","https://lh5.googleusercontent.com/p/AF1QipPDgEZW_Gh0As_eWKAWBF6C8p5D6v2wYt8ocmir=w122-h92-k-no","""Very reasonable costs... Budget friendly..""","Temporarily closed",""
"https://www.google.com/maps/place/VANALAKSHMI+ENTERPRISES/data=!4m7!3m6!1s0x3a3943f47a14dba3:0xb8a356fc1d7a34a2!8m2!3d17.7089361!4d83.2949673!16s%2Fg%2F11h0ys47mf!19sChIJo9sUevRDOToRojR6HfxWo7g?authuser=0&hl=en&rclk=1","VANALAKSHMI ENTERPRISES","4.5","(136)","Beauty supply store","·","#26-5-19, BOWDARA ROAD, PRASAD GARDENS NEAR RAMA KRISHNA THEATRE JN POORNA MARKET ROAD, opp. MASJID LANE","Open","⋅ Closes 10 pm","·","090526 28899","https://lh5.googleusercontent.com/p/AF1QipMXUuJ8RPuSHM54pMgjl6xXN1WE-pmGaOPQQ04-=w138-h92-k-no","""... item available Good cost at one place
Actually it's","",""
"https://www.google.com/maps/place/SKML+FANCY+AND+GENERAL/data=!4m7!3m6!1s0x3a3943ab3694b547:0xc19951c4779c9009!8m2!3d17.7294822!4d83.3092997!16s%2Fg%2F11rmwbt559!19sChIJR7WUNqtDOToRCZCcd8RRmcE?authuser=0&hl=en&rclk=1","SKML FANCY AND GENERAL","5.0","(1)","Women's clothing store","·","P8H5+QPV, Seethammapeta Seethammapeta","Open now","","·","063058 36262","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jTihQG_kHiOacGl5t4inrA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=39.38825&pitch=0&thumbfov=100","Delivery","",""
"https://www.google.com/maps/place/Sai+Ladies+Emporium/data=!4m7!3m6!1s0x3bcb8e1d4bf0e4af:0x28af1eefa5ca83c7!8m2!3d17.5168186!4d78.396106!16s%2Fg%2F1pp2vh2_j!19sChIJr-TwSx2OyzsRx4PKpe8eryg?authuser=0&hl=en&rclk=1","Sai Ladies Emporium","4.3","(21)","Cosmetics store","·","Plot no 546, shop no 4, mainroad, beside DTDC courier, opp. jntu","Open","⋅ Closes 10 pm","·","098483 84072","https://lh5.googleusercontent.com/p/AF1QipOxPG4xlfh-8HFd2-Ghz5Yhb45GkSOBq26o7vWd=w80-h106-k-no","Delivery","",""
"https://www.google.com/maps/place/Vasavi+Fancy+%26+Gift+Emporium/data=!4m7!3m6!1s0x3a4a7533fe07b04b:0xb279ffd2538b948b!8m2!3d16.2883344!4d80.449376!16s%2Fg%2F11cn0t096l!19sChIJS7AH_jN1SjoRi5SLU9L_ebI?authuser=0&hl=en&rclk=1","Vasavi Fancy & Gift Emporium","4.0","(51)","Cosmetics store","·","·","Open","⋅ Closes 10 pm","Chotra down, Chowtra centra","081435 70123","https://lh5.googleusercontent.com/p/AF1QipOCaaOu_3NmXiqDd27OMys9lfOvSzmwxfJCQNcs=w122-h92-k-no","""Very good options for","",""
"https://www.google.com/maps/place/Sri+Durga+Ladies+Emporium+%26+Sarees+Center/data=!4m7!3m6!1s0x3a362d0061147e0f:0x35394195b8eb3da8!8m2!3d16.5444354!4d81.5138579!16s%2Fg%2F11wgb1mbgp!19sChIJD34UYQAtNjoRqD3ruJVBOTU?authuser=0&hl=en&rclk=1","Sri Durga Ladies Emporium & Sarees Center","5.0","(1)","Saree Shop","·","GGV7+QGH, Irrinki St","","","","","https://lh5.googleusercontent.com/p/AF1QipOPriytMHAI6ny8Ei9dGniGLIlnYHDQNGVtYjPr=w80-h106-k-no","","Temporarily closed",""
"https://www.google.com/maps/place/LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a39690c708c51af:0xeef4cd681f0d0dfd!8m2!3d17.6738192!4d83.2019354!16s%2Fg%2F11whlq64g6!19sChIJr1GMcAxpOToR_Q0NH2jN9O4?authuser=0&hl=en&rclk=1","LADIES EMPORIUM","","","","","","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XN05zKEEGgQNtsKh3A_Ydw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=179.97986&pitch=0&thumbfov=100","","","No reviews"
"https://www.google.com/maps/place/S+S+FASHIONS+%26+LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a4a7500273dccdb:0x1df373fa5eb57eb6!8m2!3d16.2902369!4d80.3697495!16s%2Fg%2F11wv6zg2b6!19sChIJ28w9JwB1SjoRtn61Xvpz8x0?authuser=0&hl=en&rclk=1","S S FASHIONS & LADIES EMPORIUM","","","Women's clothing store","·","79R9+3WR, Hyderabad - Sattenapalli Link Rd","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Lw9Lirho5uMAPcvrQrsQhg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=239.6914&pitch=0&thumbfov=100","","","No reviews"
"https://www.google.com/maps/place/SUMANJALI+CLOTHE+EMPORIUM/data=!4m7!3m6!1s0x3a3615b3f6d44269:0x160215efd24471aa!8m2!3d16.7066376!4d81.108164!16s%2Fg%2F11sqq5fz7f!19sChIJaULU9rMVNjoRqnFE0u8VAhY?authuser=0&hl=en&rclk=1","SUMANJALI CLOTHE EMPORIUM","","","Women's clothing store","·","Do/No/3A, 7-6, Thootha Vari Street, near Radhika Matching Center","Open now","","·","092906 50480","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png","","","No reviews"
"https://www.google.com/maps/place/SRI+GAYATRI+EMPORIUM/data=!4m7!3m6!1s0x3a37b7286cc021a1:0xcd9d5b6b0922b989!8m2!3d16.7533837!4d81.6874263!16s%2Fg%2F11rd7v_0j2!19sChIJoSHAbCi3NzoRibkiCWtbnc0?authuser=0&hl=en&rclk=1","SRI GAYATRI EMPORIUM","5.0","(2)","Cosmetics store","·","QM3P+9X3, SUPER BAZZAR STREET OPPO SUB COURT","Open now","","·","092961 58388","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M8X-_pJ73i3OdQUdb2vveQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=21.780159&pitch=0&thumbfov=100","Delivery","",""
"https://www.google.com/maps/place/BHAVANI+FANCY+STORE+AND+LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a377f4f0dcdab0f:0x1601ee434263fe2e!8m2!3d17.2021598!4d82.1816749!16s%2Fg%2F11t1r7crh9!19sChIJD6vNDU9_NzoRLv5jQkPuARY?authuser=0&hl=en&rclk=1","BHAVANI FANCY STORE AND LADIES EMPORIUM","5.0","(1)","General store","·","Shop 1,Main Road, Road, opp. Ghs College","","","·","097059 20488","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WWMCxuw762mJqCgQFb2otA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=73.31208&pitch=0&thumbfov=100","","Temporarily closed",""
"https://www.google.com/maps/place/Shri+Adilakshmi+Silk+Emporium/data=!4m7!3m6!1s0x3bb143ff0707f0c9:0xb56919b6595cb7a!8m2!3d14.4189782!4d77.7267295!16s%2Fg%2F11k4spftl_!19sChIJyfAHB_9DsTsResuVZZuRVgs?authuser=0&hl=en&rclk=1","Shri Adilakshmi Silk Emporium","4.0","(4)","Saree Shop","·","CP9G+HMX","Closes soon","⋅ 1 pm ⋅ Reopens 3:15 pm","","","https://lh5.googleusercontent.com/p/AF1QipPvVGvTVQX8pwnh9KrTzFK9Xs7Ha-CnOWb4U2gq=w197-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Murali+Saree+Mandir/data=!4m7!3m6!1s0x3bb3721c38be5c5f:0xa1410de9d0ab2f1c!8m2!3d14.4803159!4d78.8226476!16s%2Fg%2F11gzp4x4j!19sChIJX1y-OBxyszsRHC-r0OkNQaE?authuser=0&hl=en&rclk=1","Murali Saree Mandir","3.8","(204)","Women's clothing store","·","·","Open","⋅ Closes 10 pm","13/596-1, RKM St","092469 41444","https://lh5.googleusercontent.com/p/AF1QipOUQBoZYVngsPZz8vDshEKToelC6qfJFlbhoyLN=w80-h119-k-no","Delivery","",""
"https://www.google.com/maps/place/Jai+bhavani+ladies+emporium/data=!4m7!3m6!1s0x3bb1ab447dad1a3f:0xa2c10a4d7e40752!8m2!3d13.9394473!4d77.2666427!16s%2Fg%2F11v6fmrlrn!19sChIJPxqtfUSrsTsRUgfk16QQLAo?authuser=0&hl=en&rclk=1","Jai bhavani ladies emporium","","","Flamenco dance store","·","Vadisilamma complex","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ihWV_KIIJlOCKDGhqUerAg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=237.30923&pitch=0&thumbfov=100","","Temporarily closed","No reviews"
"https://www.google.com/maps/place/Aruna+Ladies+Emporium/data=!4m7!3m6!1s0x3bcb9d1acb4caddf:0x388e41c4e8b2e8d9!8m2!3d17.5032044!4d78.5919674!16s%2Fg%2F11f5v42z_j!19sChIJ361MyxqdyzsR2eiy6MRBjjg?authuser=0&hl=en&rclk=1","Aruna Ladies Emporium","4.5","(21)","Women's clothing store","","·","Open","⋅ Closes 9:30 pm","","086398 00228","https://lh5.googleusercontent.com/p/AF1QipPB3c-1NqYSez849pXkF2UjbymTQXgnaG0Lqb39=w122-h92-k-no","In-store shopping","",""
"https://www.google.com/maps/place/Athiva+Women%27s+World:+Your+One-Stop+Shop+for+Women%27s+Essentials/data=!4m7!3m6!1s0x3a35fab14be4d909:0xeaeeceeeb9ff5402!8m2!3d16.5063847!4d80.6491527!16s%2Fg%2F11gd4rtfvd!19sChIJCdnkS7H6NToRAlT_ue7O7uo?authuser=0&hl=en&rclk=1","Athiva Women's World: Your One-Stop Shop for Women's Essentials","4.4","(113)","Novelty store","·","·","Open","⋅ Closes 10 pm","beside Modern Foods Supermarket, near PB Siddhartha College Gym","089776 00600","https://lh5.googleusercontent.com/p/AF1QipMGDl_D1A89fxA8V99l0Wg2prdyDHIaImdxCTXH=w122-h92-k-no","In-store shopping","",""
"https://www.google.com/maps/place/Shirisha+Fancy/data=!4m7!3m6!1s0x3a3614c9dd1d735d:0xf1c2d0f7d26ab8e9!8m2!3d16.7122873!4d81.0984892!16s%2Fg%2F11b6g8bhdk!19sChIJXXMd3ckUNjoR6bhq0vfQwvE?authuser=0&hl=en&rclk=1","Shirisha Fancy","3.7","(944)","Gift shop","·","Shop # 5, R.R.Pet Main Road","Open","⋅ Closes 9 pm","·","088122 22468","https://lh5.googleusercontent.com/p/AF1QipOYpAfG320oUiHgFtstp0p7x5UPm-eRKUTCbJON=w163-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/ESWARI+LADIES+TAILOR/data=!4m7!3m6!1s0x3a37b711be7aecc3:0xb81bebcbdd5e03a6!8m2!3d16.7532019!4d81.687159!16s%2Fg%2F11gylvv3z0!19sChIJw-x6vhG3NzoRpgNe3cvrG7g?authuser=0&hl=en&rclk=1","ESWARI LADIES TAILOR","3.7","(3)","Boutique","·","Super Bazaar Street, side of BABU emporium gully, naresh cloth showroom back Street","Closed","⋅ Opens 9 am Wed","·","098669 58458","https://lh5.googleusercontent.com/p/AF1QipOah3DLT4fxtUbsIEM_4jtMTHK-oTge0w-Mwt8M=w80-h106-k-no","","",""
"https://www.google.com/maps/place/Laharika+Ladies+Emporium/data=!4m7!3m6!1s0x3bcb900ea67ee435:0xd9078ecac35e7f33!8m2!3d17.5025302!4d78.4684396!16s%2Fg%2F1ygjd48y5!19sChIJNeR-pg6QyzsRM39ew8qOB9k?authuser=0&hl=en&rclk=1","Laharika Ladies Emporium","4.0","(6)","Costume store","·","Shop No.2,Suchitra, Qutubullapur Main Rd, Durga Estate, Jeedimetla","Open","⋅ Closes 8 pm","·","098480 89791","https://lh5.googleusercontent.com/p/AF1QipO1CIrHexI3ZyvucTDXcj1Hhk8b1m5rGYaVlIpU=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Manisha+Fancy+Ladies+emporeim/data=!4m7!3m6!1s0x3bcb9ebb52f5290f:0x11baff53bc044a64!8m2!3d17.4223011!4d78.5821645!16s%2Fg%2F11bycgw9yf!19sChIJDyn1UrueyzsRZEoEvFP_uhE?authuser=0&hl=en&rclk=1","Manisha Fancy Ladies emporeim","3.6","(8)","Jeweler","·","Shop.No.1, 95/3, beside Medi Plus","Open","⋅ Closes 9:30 pm","·","093999 16179","https://lh5.googleusercontent.com/p/AF1QipOh6Kk78ooDxeBnOadrF_wjmXu1rzMJzqKzKuA8=w122-h92-k-no","""Pure silk.. good looking 😊""","",""
"https://www.google.com/maps/place/Aruna+Ladies+Emporium/data=!4m7!3m6!1s0x3bcb9171f340f445:0xd6f6970ee496d600!8m2!3d17.459333!4d78.4008482!16s%2Fg%2F11sym9j_g5!19sChIJRfRA83GRyzsRANaW5A6X9tY?authuser=0&hl=en&rclk=1","Aruna Ladies Emporium","5.0","(1)","Clothing store","","","Open now","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pekmorxeClIkMD_h0TPhEQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=176.31424&pitch=0&thumbfov=100","","",""
"https://www.google.com/maps/place/Gupta%27s+Lakshmi+Cloth+Emporium/data=!4m7!3m6!1s0x3a35efc9aee99073:0x4fe2ff22aa2b46fe!8m2!3d16.5329553!4d80.5960575!16s%2Fg%2F11c5rml128!19sChIJc5DprsnvNToR_kYrqiL_4k8?authuser=0&hl=en&rclk=1","Gupta's Lakshmi Cloth Emporium","3.8","(264)","Clothing store","·","76-14-243/2, Teachers Colony, Near Sivalayam, Swathi Theatre Rd","Open","⋅ Closes 9 pm","·","094408 53743","https://lh5.googleusercontent.com/p/AF1QipNBSRkXHNHVZYnSQW1q9cgnao8pYCkGKvoH4Z5o=w138-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Saraswathi+Ladies+Sewing+Emporium/data=!4m7!3m6!1s0x3a4aef1b60bf1707:0x7fac62a9f1d20a87!8m2!3d15.7399769!4d79.8817531!16s%2Fg%2F11txp8kqw_!19sChIJBxe_YBvvSjoRhwrS8alirH8?authuser=0&hl=en&rclk=1","Saraswathi Ladies Sewing Emporium","5.0","(2)","Tailor","·","&, H no 3-134, Near Ramalayam,Padamati bazar, Tallur ( Post, Mandal","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P6ctcJKp8gr-2g4UJvmOHA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=341.04422&pitch=0&thumbfov=100","","Temporarily closed",""
"https://www.google.com/maps/place/SRI+LADIES+FASHION+TAILORS%26+COMPUTER+EMBROIDERY/data=!4m7!3m6!1s0x3a37b7531ffa5c6d:0x4e7508bc591fa01e!8m2!3d16.7566202!4d81.6769722!16s%2Fg%2F11s0vhvjnt!19sChIJbVz6H1O3NzoRHqAfWbwIdU4?authuser=0&hl=en&rclk=1","SRI LADIES FASHION TAILORS& COMPUTER EMBROIDERY","","","Women's clothing store","·","stree, word no.20, Babu Emporium, opposite Dhoddi patlavaree","Open","⋅ Closes 8:30 pm","·","091825 57020","https://lh5.googleusercontent.com/p/AF1QipMIg43iv0jAYByBgOBp2bU5UBEDDwkM39woFasA=w80-h170-k-no","In-store shopping","","No reviews"
"https://www.google.com/maps/place/Sri+Divya+Ladies+Emporium/data=!4m7!3m6!1s0x3bcb915dbcbd39bb:0x7467deade00fb6e7!8m2!3d17.4444642!4d78.3920734!16s%2Fg%2F11c6_wq8br!19sChIJuzm9vF2RyzsR57YP4K3eZ3Q?authuser=0&hl=en&rclk=1","Sri Divya Ladies Emporium","3.4","(14)","Clothing Accessories Store","·","2-56/33, 39/2, Ayyappa Society Main Rd","Open","⋅ Closes 10 pm","·","099087 22309","https://lh5.googleusercontent.com/p/AF1QipOmrTP8wknqUISzpwtimycZ7qAn4AbuhBzVgc_R=w148-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Bhama+Emporio+92.5+silver+jewellery+%26+wedding+accessories/data=!4m7!3m6!1s0x3a35fbde04f7b9dd:0xc14a3be81fe90848!8m2!3d16.501936!4d80.6419809!16s%2Fg%2F11h7g4f_36!19sChIJ3bn3BN77NToRSAjpH-g7SsE?authuser=0&hl=en&rclk=1","Bhama Emporio 92.5 silver jewellery & wedding accessories","4.7","(1,816)","Jewelry store","·","39-1-59/2, MG Rd, opp. pvp mall","Open","⋅ Closes 9:30 pm","·","079894 83161","https://lh5.googleusercontent.com/p/AF1QipNjmoBSQ-y4aMo6REw-mLCCbO7c43IiD5NXRuW2=w138-h92-k-no","""very beautiful collections..staff","",""
"https://www.google.com/maps/place/Padma+Fancy+Stores/data=!4m7!3m6!1s0x3a4c8cba6aaf7d99:0xb3abc06a9d7e499b!8m2!3d14.4581612!4d79.9935673!16s%2Fg%2F11f03sj6g9!19sChIJmX2varqMTDoRm0l-nWrAq7M?authuser=0&hl=en&rclk=1","Padma Fancy Stores","5.0","(1)","Novelty store","·","5/809, Lakshmi Puram Main Rd, Near SBI, main road, near PAPPULA street","Open","⋅ Closes 10 pm","·","094405 20150","https://lh5.googleusercontent.com/2VKYwtqdUYwtz_Bh9SuKSoToEr6MZ-c52dPSuOYyy_Cm7DN5Zd10LD7eotYBCQJ4=w163-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Bhama/data=!4m7!3m6!1s0x3a35effe0068865d:0xafe780c5d0e8e550!8m2!3d16.5125883!4d80.6272244!16s%2Fg%2F11b6hzqwxp!19sChIJXYZoAP7vNToRUOXo0MWA568?authuser=0&hl=en&rclk=1","Bhama","4.0","(792)","Novelty store","·","·","Open","⋅ Closes 9:30 pm","Kaleswararao Rd","","https://lh5.googleusercontent.com/p/AF1QipMRCYTK6YdfgRj4blvITDpxxcn2YhWDc_qbo2CT=w194-h92-k-no","""Can get all","",""
"https://www.google.com/maps/place/Narsingh+Seethammadhara/data=!4m7!3m6!1s0x3a39438b0d1c5f39:0x436fb44737238b8c!8m2!3d17.7436166!4d83.315667!16s%2Fg%2F11p11ff2_z!19sChIJOV8cDYtDOToRjIsjN0e0b0M?authuser=0&hl=en&rclk=1","Narsingh Seethammadhara","4.2","(185)","Clothing store","·","·","Open","⋅ Closes 9:30 pm","NO 55-14-101, D, 4, HB Colony Rd, near VENKATESHWARA SWAMY TEMPLE","087902 74777","https://lh5.googleusercontent.com/p/AF1QipNIhF8ZE03NQIv-OOaeANRgBlum10SJKJouPjL-=w122-h92-k-no","""Good place for","",""
"https://www.google.com/maps/place/LADIES+EMPORIUM/data=!4m7!3m6!1s0x3bcb9bdea9997fb3:0x3d276883874919e6!8m2!3d17.4366946!4d78.5381126!16s%2Fg%2F11lchm6ns6!19sChIJs3-Zqd6byzsR5hlJh4NoJz0?authuser=0&hl=en&rclk=1","LADIES EMPORIUM","","","Clothing store","","","Open now","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PgQPzXPDx9F7JWza_zbD1w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=177.68767&pitch=0&thumbfov=100","","","No reviews"
"https://www.google.com/maps/place/Sri%27s+Designer+Boutique/data=!4m7!3m6!1s0x3a37b7dcea3014b5:0xc4f854b230389360!8m2!3d16.7531514!4d81.6873679!16s%2Fg%2F11sr81w5vr!19sChIJtRQw6ty3NzoRYJM4MLJU-MQ?authuser=0&hl=en&rclk=1","Sri's Designer Boutique","4.9","(9)","Boutique","·","1st floor, royal towers, Court, street, opp. Babu emporium","Open","⋅ Closes 8 pm","","","https://lh5.googleusercontent.com/p/AF1QipPCFLOsUHtcEDSS9m3QNq3IlUG0nsDQB_-mQi4m=w92-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/VIJAYALAKSHMI+MATCHING+CENTRE+%26+BOUTIQUE/data=!4m7!3m6!1s0x3a3581c02953953f:0xcf3b1f2c486173e1!8m2!3d16.3933838!4d80.1478522!16s%2Fg%2F11tdfsl_z4!19sChIJP5VTKcCBNToR4XNhSCwfO88?authuser=0&hl=en&rclk=1","VIJAYALAKSHMI MATCHING CENTRE & BOUTIQUE","","","Women's clothing store","·","auto point, Kattamuri Vari Veedhi, opp. ICICI Bank & VIP emporium","Open","⋅ Closes 10 pm","·","099661 02596","https://lh5.googleusercontent.com/p/AF1QipN8AxPi0lqSDTU9yQTN_-kNuNLF2fimxs6Ns2mu=w122-h92-k-no","Delivery","","No reviews"
"https://www.google.com/maps/place/Haritha+New+Trends+Ladies+Emporium+%26+Beauty+Parlour/data=!4m7!3m6!1s0x3a35fb3f91d776e5:0x566af9f6b33b3d1f!8m2!3d16.4767773!4d80.7059255!16s%2Fg%2F11vrtpnzkd!19sChIJ5XbXkT_7NToRHz07s_b5alY?authuser=0&hl=en&rclk=1","Haritha New Trends Ladies Emporium & Beauty Parlour","","","Clothing store","·","dental care, Poranki main road, centre, opposite Poranki","","","","","https://lh5.googleusercontent.com/p/AF1QipOrCv-MpmOcZQVECeN1_xZE_G2bvCaJy-gAP2o3=w122-h92-k-no","","Temporarily closed","No reviews"
"https://www.google.com/maps/place/SRI+LAKSHMI+NARAYANA+LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a4d4bdd6ff88ded:0x5f410c4ea6346132!8m2!3d13.6544144!4d79.4581183!16s%2Fg%2F11pkbxgd9w!19sChIJ7Y34b91LTToRMmE0pk4MQV8?authuser=0&hl=en&rclk=1","SRI LAKSHMI NARAYANA LADIES EMPORIUM","","","Saree Shop","·","58 VENKATESHWARA COLONY","","","·","082979 25602","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AbisEahdNJy3C839Cqjm_w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=48.897106&pitch=0&thumbfov=100","","Temporarily closed","No reviews"
"https://www.google.com/maps/place/Mahalakshmi+fancy+store+,1+gram+gold+and+ladies+Emporium/data=!4m7!3m6!1s0x3a35f14fc7b38e61:0x3966badb08c5248e!8m2!3d16.4928035!4d80.5970058!16s%2Fg%2F11pcn56w1x!19sChIJYY6zx0_xNToRjiTFCNu6Zjk?authuser=0&hl=en&rclk=1","Mahalakshmi fancy store ,1 gram gold and ladies Emporium","1.0","(1)","Novelty store","·","Undavalli Rd, opp. SBI bank","","","·","099495 91863","https://lh5.googleusercontent.com/p/AF1QipMy5WmCZ92W2Sjr31SEzWgGj_Hqyn0Dx96x9vvz=w94-h92-k-no","","Temporarily closed",""
"https://www.google.com/maps/place/SAI+GEETHIKA+LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a4a111608d983b3:0x61d439f0cde29254!8m2!3d16.0693098!4d80.5530006!16s%2Fg%2F11kb7brw7f!19sChIJs4PZCBYRSjoRVJLizfA51GE?authuser=0&hl=en&rclk=1","SAI GEETHIKA LADIES EMPORIUM","5.0","(1)","Advertising agency","·","6th Ward, Vidya Nagar Main Road","","","·","093915 03898","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png","","Temporarily closed",""
"https://www.google.com/maps/place/Radha+Krishna+Ladies+Emporium/data=!4m7!3m6!1s0x3a3967c3564ac08b:0xc537fe461da767e1!8m2!3d17.8174879!4d83.2097182!16s%2Fg%2F11v66jbjm5!19sChIJi8BKVsNnOToR4WenHUb-N8U?authuser=0&hl=en&rclk=1","Radha Krishna Ladies Emporium","","","Boutique","","·","","","","090002 53912","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N7mhPa7S-2ujUeMlN1QMKA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=255.5062&pitch=0&thumbfov=100","","Temporarily closed","No reviews"
"https://www.google.com/maps/place/BISMILLAH+LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a4ae5007107580d:0x4af5fea4adeb8426!8m2!3d15.7128216!4d79.8410421!16s%2Fg%2F11w2c82mdq!19sChIJDVgHcQDlSjoRJoTrraT-9Uo?authuser=0&hl=en&rclk=1","BISMILLAH LADIES EMPORIUM","","","Clothing store","·","PR7R+4CF","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wpShpHEmUvqi2dBmecWFpQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=254.89305&pitch=0&thumbfov=100","","Temporarily closed","No reviews"
"https://www.google.com/maps/place/DURGASRI+FANCY+%26+LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a4a631b26345fc5:0xe87250b1a7ef3b6!8m2!3d16.0937135!4d80.1588484!16s%2Fg%2F11tf5rsfvy!19sChIJxV80JhtjSjoRtvN-Ggslhw4?authuser=0&hl=en&rclk=1","DURGASRI FANCY & LADIES EMPORIUM","","","Novelty store","·","near Ysr Statue","","","·","096186 41956","https://lh5.googleusercontent.com/p/AF1QipMCHjhkpq1GeUSOaVl1VCJRr4YeV5wAhEDai6St=w122-h92-k-no","","Temporarily closed","No reviews"
